"pid","assessed_value"
2496,617563.643328756
2497,379711.225691343
2498,304267.433274788
2499,666839.617954966
2500,104999.844235085
2501,0
2502,205966.683610006
2503,0
2504,144349.341378152
2505,176538.717688675
2506,310068.43029799
2507,267397.815683942
2508,427105.315541132
2509,191820.423253437
2510,176912.711342048
2511,332928.185799763
2512,166295.525771943
2513,884807.078444126
2514,253347.117051414
2515,281678.80153617
2516,113678.710458511
2517,104963.607421102
2518,288997.995169969
2519,145381.473053294
2520,192879.743593389
2521,326288.068655262
2522,272432.470448465
2523,272520.199954558
2524,380749.039233721
2525,114133.057749609
2526,241083.454067177
2527,0
2528,877006.185034156
2529,555276.201746022
2530,194627.612748917
2531,181181.765499295
2532,266200.913834052
2533,169624.10657817
2534,0
2535,352446.303855028
2536,19911.2259741799
2537,521654.56844328
2538,398374.828890103
2539,116807.260275276
2540,426487.251251641
2541,434782.552400032
2542,0
2543,319424.558647022
2544,469797.915447442
2545,197642.978884584
2546,482502.20224717
2547,140463.941103716
2548,117422.493209586
2549,289050.818621311
2550,444831.695967268
2551,887395.228479711
2552,284437.251644712
2553,303510.181246456
2554,649511.519422196
2555,236265.589760924
2556,324520.158665139
2557,0
2558,259190.915812035
2559,231598.199930873
2560,257149.184524458
2561,120649.6682026
2562,130771.408650047
2563,0
2564,924771.13037666
2565,0
2566,0
2567,343207.87565268
2568,301531.855826641
2569,447406.340244298
2570,106377.804437749
2571,0
2572,170175.009520389
2573,208418.461543135
2574,0
2575,381812.381156604
2576,189446.888086664
2577,228582.138761324
2578,66072.5941785274
2579,805975.677166779
2580,252161.530735886
2581,254065.535858755
2582,384646.601001623
2583,357397.058954012
2584,121939.846286857
2585,108960.411904419
2586,301140.572456993
2587,223151.065118105
2588,166488.408030012
2589,166744.435454514
2590,111669.882243449
2591,0
2592,283159.837882531
2593,0
2594,77361.1655916187
2595,261154.374117488
2596,414532.384336642
2597,299849.490223025
2598,189282.645195129
2599,238111.465932733
2600,405942.65798136
2601,260947.316659876
2602,494286.123421833
2603,270750.067414863
2604,250580.684678764
2605,0
2606,0
2607,328585.702338423
2608,178347.321715936
2609,793556.696007998
2610,215376.520205478
2611,814762.732166231
2612,330877.124902514
2613,404945.876136779
2614,1081637.15745068
2615,150010.784973094
2616,76431.5587871635
2617,179754.658944096
2618,304817.267831695
2619,294083.6562282
2620,138368.93805062
2621,0
2622,316189.085034403
2623,212582.377702049
2624,42761.666809114
2625,264357.918127561
2626,236570.368858533
2627,249534.052228685
2628,119616.565602741
2629,0
2630,255991.452227234
2631,277320.314271738
2632,0
2633,82431.9026351875
2634,91365.1580490564
2635,611424.782363278
2636,359506.89848266
2637,323161.889634738
2638,1485263.59119458
2639,419386.412789763
2640,180704.740829627
2641,191249.260949487
2642,166707.841652966
2643,290345.433806055
2644,486888.721996329
2645,463634.131383936
2646,76322.460906573
2647,100964.8478393
2648,0
2649,0
2650,0
2651,0
2652,0
2653,0
2654,950153.796177769
2655,288949.562876739
2656,164129.850427419
2657,251198.025483776
2658,1425048.81850385
2659,241303.582034895
2660,189548.06678951
2661,97867.9330240042
2662,195388.178069129
2663,202541.60712714
2664,1278709.56618355
2665,194808.334224814
2666,226326.184064483
2667,389516.921118163
2668,242793.729588817
2669,124286.276792079
2670,387891.494129497
2671,217189.521741003
2672,199163.0812243
2673,3007.93400309993
2674,19901.055349248
2675,0
2676,401907.0208791
2677,445950.745478154
2678,202529.83782849
2679,88958.7489400472
2680,157680.643545482
2681,139699.399955515
2682,172228.578525912
2683,204905.691620906
2684,386243.783723277
2685,201573.869321751
2686,281700.651852681
2687,177133.49623682
2688,415434.988193988
2689,481136.385500793
2690,517674.549283301
2691,241792.920916109
2692,119610.080147793
2693,234049.441659444
2694,214391.507339901
2695,0
2696,258368.141485075
2697,92762.55788057
2698,284812.914166626
2699,0
2700,179347.881502123
2701,365263.172235713
2702,129823.802521464
2703,0
2704,0
2705,350178.811949451
2706,279085.289856737
2707,1149463.57152657
2708,345665.413904611
2709,895821.594138347
2710,67130.980494771
2711,0
2712,126463.930094608
2713,249153.18356456
2714,182885.772772376
2715,1194078.57839102
2716,224935.248507055
2717,0
2718,350046.432023103
2719,325663.492415749
2720,190553.781641983
2721,119106.325043344
2722,210110.848286441
2723,0
2724,228939.724124908
2725,72556.3358976446
2726,625974.410405985
2727,356743.652058127
2728,352649.601796848
2729,287124.555889104
2730,218538.044606787
2731,693845.342610023
2732,797515.057518505
2733,244394.433866341
2734,239764.830916156
2735,482651.457824769
2736,169099.839824694
2737,265548.625085597
2738,209764.046483479
2739,431737.1205555
2740,231456.023282093
2741,287127.881465966
2742,238416.412895547
2743,612969.084571038
2744,948970.628771225
2745,268019.357234173
2746,283766.121176443
2747,0
2748,212520.757645749
2749,135939.76020892
2750,206375.612474494
2751,325582.900987686
2752,122436.152582271
2753,349753.759171061
2754,363262.056539352
2755,211328.958771194
2756,0
2757,374290.36097491
2758,270067.391264707
2759,243997.052277408
2760,1058768.1536833
2761,841805.908837507
2762,227434.683688987
2763,196357.438678523
2764,723914.111620548
2765,247306.639754672
2766,123666.789489915
2767,1069766.49153585
2768,402960.917480135
2769,95535.5434275718
2770,236482.032457359
2771,297616.599095166
2772,185904.191563515
2773,276706.916003302
2774,141209.977156019
2775,174848.227306791
2776,133462.178093688
2777,770722.903455823
2778,129395.468936793
2779,75173.8619070984
2780,2194301.83842968
2781,60221.880196523
2782,458183.652400114
2783,0
2784,140355.964299083
2785,379299.58584425
2786,280171.287242966
2787,107984.264498128
2788,689985.982723923
2789,0
2790,223467.603449791
2791,135189.019604161
2792,63524.1059418267
2793,225215.782058568
2794,0
2795,388349.816880623
2796,345932.489277531
2797,415689.411691765
2798,100018.802038272
2799,181656.8158039
2800,291743.020843164
2801,38411.4327036627
2802,2522495.82120111
2803,591958.309117448
2804,412742.295986665
2805,233774.583873223
2806,274890.283444346
2807,351118.079986494
2808,1221575.48002582
2809,0
2810,344059.381795083
2811,159065.211700437
2812,200472.781954205
2813,327189.820637402
2814,124098.40158297
2815,498991.861323699
2816,0
2817,0
2818,189892.408538853
2819,309497.838075282
2820,753955.953552186
2821,0
2822,0
2823,329090.461432977
2824,62316.5810038989
2825,231767.350505441
2826,410715.188544766
2827,208270.199647174
2828,283384.849170342
2829,380540.429126406
2830,153463.352660376
2831,67301.9520526604
2832,202824.932398393
2833,369705.596940226
2834,96943.1971344463
2835,131657.914099645
2836,494026.791934092
2837,0
2838,243758.3324018
2839,311551.323489349
2840,124032.671448376
2841,254307.230284366
2842,0
2843,0
2844,712940.130118994
2845,316870.255857528
2846,571930.367852148
2847,128367.37215607
2848,6337.33678315859
2849,162886.046431898
2850,222222.906294055
2851,355136.34322769
2852,802664.855290465
2853,167980.595047218
2854,638480.992095554
2855,752420.664954802
2856,296740.534085158
2857,1867.20217376756
2858,89719.2991564345
2859,169663.475084298
2860,320827.261534748
2861,206045.485491706
2862,210495.767886787
2863,375055.930989072
2864,430117.66938752
2865,203743.088737971
2866,376200.935823549
2867,937788.091238556
2868,167036.366401975
2869,167973.855797443
2870,376956.866292652
2871,193906.589465798
2872,79811.0403014957
2873,398242.604412468
2874,333415.45267921
2875,1092283.5486505
2876,266179.863593978
2877,448399.397750115
2878,233980.050095165
2879,0
2880,462165.901356488
2881,58801.9820993205
2882,94778.002208963
2883,77415.5333137129
2884,325217.131930248
2885,329957.141033467
2886,0
2887,86220.3014659205
2888,701169.004179433
2889,208994.355944875
2890,105304.8232343
2891,90145.9700994633
2892,163512.741526176
2893,414399.021629827
2894,0
2895,188145.286688329
2896,367487.947439416
2897,564998.403286855
2898,96090.8837726317
2899,173686.131115305
2900,182492.34558639
2901,39210.3138691138
2902,202105.574807618
2903,283170.212580713
2904,305963.875086982
2905,0
2906,363812.937284864
2907,108563.391098023
2908,417512.984576218
2909,276074.520886196
2910,272521.449680022
2911,0
2912,162622.715976981
2913,0
2914,333221.268008926
2915,0
2916,356995.94241033
2917,310946.350975612
2918,169487.369961116
2919,504020.324845569
2920,207883.269462098
2921,247310.583962004
2922,41486.9612472658
2923,323090.736504311
2924,171548.13207557
2925,178684.855162256
2926,307230.248457232
2927,208826.577381866
2928,208580.329794337
2929,338935.429624151
2930,441118.351191349
2931,85689.6991852417
2932,143778.608424337
2933,312676.078028433
2934,222698.290905511
2935,221897.011195868
2936,1020491.9310831
2937,153746.341246355
2938,359272.253533745
2939,421761.63549821
2940,102754.217247726
2941,146871.833742133
2942,191568.20726338
2943,141771.162648647
2944,285498.530824293
2945,73878.6775899645
2946,207749.395975988
2947,257045.929668011
2948,493260.136976893
2949,296750.552326041
2950,237384.51545972
2951,323192.490722829
2952,53509.9023119061
2953,1407616.09325364
2954,459669.374295795
2955,0
2956,897348.926299761
2957,73264.6429772737
2958,174307.116791223
2959,72764.6364306007
2960,0
2961,1093385.31884067
2962,460309.013543722
2963,1001730.79126447
2964,0
2965,291788.051846345
2966,159127.252216264
2967,150614.789059779
2968,67800.8771462797
2969,0
2970,413930.915493081
2971,214789.178033447
2972,161417.554743738
2973,88299.7786429054
2974,0
2975,555690.023109871
2976,525190.776960468
2977,260298.430800595
2978,639561.456631077
2979,0
2980,270982.965584494
2981,786025.99116308
2982,6807.87776476983
2983,0
2984,379781.447438312
2985,0
2986,0
2987,607744.1469467
2988,0
2989,0
2990,293339.139914164
2991,256230.174270185
2992,197381.86085173
2993,0
2994,167572.930096151
2995,151279.147115496
2996,92074.6231448712
2997,548018.88417469
2998,97107.4015686749
2999,405754.32033313
3000,14078.2804864419
3001,89004.1669764455
3002,265275.239331986
3003,812641.237292062
3004,107403.307787098
3005,224316.928579334
3006,735006.434924126
3007,322543.585436177
3008,199947.304468021
3009,271493.999680182
3010,264854.507528196
3011,0
3012,1119980.04175334
3013,351269.073890983
3014,247772.05931379
3015,350611.890509241
3016,256039.184915184
3017,148386.150071487
3018,55280.2875012444
3019,0
3020,107788.528614257
3021,267235.586985109
3022,659789.888226085
3023,205178.349274754
3024,222839.206320586
3025,265107.261563392
3026,59637.0897515877
3027,140411.145157959
3028,204046.699013143
3029,245146.065670836
3030,715766.22410543
3031,351105.051857241
3032,263008.105842771
3033,309553.633807108
3034,350548.350378553
3035,125640.763027393
3036,182496.029882909
3037,272865.323737823
3038,3418923.21312788
3039,266798.102057607
3040,234868.903496976
3041,59278.7777341133
3042,0
3043,282111.490867097
3044,903443.399260422
3045,581316.530841085
3046,191978.087926251
3047,115675.823585303
3048,226175.025056891
3049,640058.993299321
3050,26913.2528317405
3051,220991.875609086
3052,459725.291267789
3053,28556.2843950429
3054,269586.517662747
3055,379913.472030644
3056,287923.774460352
3057,212287.603764122
3058,1749035.1656777
3059,0
3060,1102671.21355328
3061,75278.4339597245
3062,0
3063,0
3064,91397.5576481621
3065,88552.791664516
3066,1195806.50355431
3067,242253.273899588
3068,207659.137605187
3069,63177.899699213
3070,1840406.7904157
3071,409032.359258043
3072,863474.576268203
3073,475227.995688184
3074,347562.006264283
3075,145626.041257614
3076,196070.984698031
3077,0
3078,33072.5927758969
3079,609392.567547372
3080,109438.482929937
3081,308488.235971931
3082,166200.721634752
3083,999338.221379995
3084,139555.019104533
3085,0
3086,100881.699730875
3087,185186.751358205
3088,0
3089,5395.03245898715
3090,126207.392158443
3091,44562.4302227533
3092,266177.248143838
3093,377832.190761502
3094,248469.161771896
3095,329377.22112857
3096,474453.557674786
3097,403530.289393856
3098,150516.431465707
3099,365864.442917173
3100,32031.747136158
3101,0
3102,498384.192845454
3103,358258.081738111
3104,381995.066631166
3105,116850.252336685
3106,0
3107,195420.028704476
3108,43654.4577498493
3109,67063.3450923755
3110,287131.044761389
3111,212511.990093583
3112,281994.534965078
3113,677073.002538293
3114,178717.178375223
3115,261489.322991999
3116,135997.075267983
3117,0
3118,162739.216784184
3119,294203.973612375
3120,556900.750041371
3121,301254.515407859
3122,0
3123,756427.480509298
3124,244677.984882995
3125,276647.722666546
3126,568706.914520794
3127,452276.889500007
3128,395866.450352154
3129,549607.717069643
3130,0
3131,1965338.12974112
3132,62858.2218638795
3133,204109.071953785
3134,368357.975453305
3135,193935.067226031
3136,74430.2400660102
3137,732401.449488063
3138,54217.3129474512
3139,261896.880123699
3140,362738.141151765
3141,101410.643399159
3142,0
3143,0
3144,515717.825955837
3145,279746.979384302
3146,0
3147,242842.331877578
3148,375445.412483412
3149,1371561.70227812
3150,489181.018782465
3151,126247.346313566
3152,39924.7425517888
3153,484496.718330957
3154,297326.666077547
3155,810927.994035565
3156,302268.823116361
3157,246831.839555438
3158,154945.881474507
3159,0
3160,290506.184370163
3161,427950.516623438
3162,386424.181670017
3163,769316.706152978
3164,285915.162723841
3165,239066.348436985
3166,191044.090917609
3167,90915.9829100589
3168,1411734.47339046
3169,106605.450276511
3170,46928.3494349684
3171,151198.971515585
3172,184423.809987285
3173,312230.367117272
3174,430548.18322591
3175,0
3176,215364.138103187
3177,562067.156690915
3178,131730.595801289
3179,100285.959190406
3180,1410041.4335882
3181,205755.981169428
3182,661847.445637996
3183,125555.982384507
3184,245089.146192581
3185,0
3186,176089.507250607
3187,171140.495303563
3188,0
3189,252059.076386134
3190,200358.05935392
3191,105361.603404844
3192,389149.185676448
3193,198198.628325893
3194,311311.529127831
3195,199686.101730214
3196,331356.219637753
3197,459203.792080095
3198,0
3199,316341.880019452
3200,77925.0841685038
3201,458449.609816491
3202,0
3203,0
3204,153721.376997
3205,967804.191747263
3206,786153.629820539
3207,281898.611418497
3208,37296.7530229818
3209,324579.302495213
3210,0
3211,203882.263000596
3212,778030.658715684
3213,450668.726448621
3214,277829.846538886
3215,1569318.57352439
3216,0
3217,128711.516880923
3218,0
3219,0
3220,473223.60086244
3221,142939.35940746
3222,155064.241191082
3223,368681.35398571
3224,187938.261431204
3225,222182.644923571
3226,255111.930621095
3227,151618.125285747
3228,241840.989444382
3229,43668.4509415358
3230,82111.89996086
3231,258765.263797144
3232,279707.049732361
3233,0
3234,190995.16313776
3235,272124.370762915
3236,247491.951352177
3237,333677.898332223
3238,147944.763755583
3239,524134.761106119
3240,30311.3051368261
3241,531780.329141629
3242,68999.5215640801
3243,0
3244,87328.9583525462
3245,67921.2516141161
3246,0
3247,136571.746095776
3248,0
3249,390066.134443849
3250,156788.859052923
3251,379825.918958782
3252,247909.254624749
3253,175007.931994894
3254,162760.735031586
3255,243024.882896153
3256,897660.605928838
3257,424448.378942383
3258,278782.599053863
3259,438900.588149588
3260,0
3261,201860.84147243
3262,72446.1868425778
3263,950432.354234844
3264,0
3265,499376.870993699
3266,222065.047595718
3267,0
3268,291923.287601606
3269,141251.7735411
3270,64199.9736091573
3271,0
3272,153495.962937961
3273,231699.875351789
3274,260389.160283263
3275,72462.6216185787
3276,270311.08099203
3277,463680.754712277
3278,124967.216782058
3279,200495.568383459
3280,376348.493955036
3281,294505.663463554
3282,0
3283,308298.708835283
3284,354300.89415985
3285,120368.994878761
3286,442969.150672404
3287,925593.79930294
3288,145355.73555897
3289,316997.882771238
3290,648471.875773412
3291,257177.677548643
3292,206580.820352274
3293,19304.9472039501
3294,352003.114132183
3295,675114.50773944
3296,70575.1918756675
3297,2408187.57491423
3298,207733.092182766
3299,249495.281040937
3300,240580.068351248
3301,479087.648987346
3302,315969.59657038
3303,401438.047011374
3304,461424.055195821
3305,151146.217398445
3306,1362530.00508766
3307,129341.842956496
3308,0
3309,436628.549114028
3310,223677.585572169
3311,169243.430529918
3312,0
3313,207376.132405567
3314,108205.314406343
3315,80582.4946606147
3316,322988.366446166
3317,327483.375710675
3318,312571.117558492
3319,265359.28628922
3320,213850.752092648
3321,171815.86156421
3322,0
3323,822891.666163917
3324,757462.939755951
3325,490235.879444694
3326,147835.137343325
3327,13404.3711202025
3328,93468.1399423237
3329,878973.970515758
3330,368181.07185218
3331,0
3332,186679.833177157
3333,171808.951840925
3334,416942.276328901
3335,156795.683237888
3336,0
3337,295970.094213272
3338,101173.315939178
3339,453984.861446746
3340,195587.401785864
3341,0
3342,639252.541069574
3343,324411.960189709
3344,0
3345,661779.349258116
3346,163566.07675321
3347,0
3348,202852.048729226
3349,192942.334159843
3350,0
3351,1341342.41381385
3352,481867.285663829
3353,505773.109027833
3354,0
3355,0
3356,183695.515413141
3357,150456.984753715
3358,181012.207701791
3359,929611.651503344
3360,0
3361,228598.285136386
3362,213703.227065945
3363,310876.598001702
3364,422451.018262259
3365,0
3366,0
3367,983631.816573471
3368,210760.709971275
3369,196516.933014931
3370,252252.208182357
3371,364968.743488729
3372,116833.331784587
3373,330318.908253833
3374,285872.429759347
3375,145300.649301782
3376,336911.597606795
3377,147978.194430084
3378,0
3379,45713.6220423592
3380,448635.289824895
3381,51370.0299675154
3382,101871.121939769
3383,144313.727805496
3384,342312.266759866
3385,220779.850095827
3386,257429.891083319
3387,400021.480004691
3388,813155.861254172
3389,83202.9765556014
3390,17333.3535675776
3391,324982.568515614
3392,347834.233677902
3393,552566.640559077
3394,174657.465282374
3395,0
3396,113959.85900051
3397,136123.814964638
3398,328671.006847098
3399,375400.357843408
3400,879813.254678885
3401,0
3402,41978.883020249
3403,182984.946993494
3404,247339.159224447
3405,125972.087011453
3406,562922.966503145
3407,402771.252588062
3408,1462115.03361707
3409,595440.777010764
3410,0
3411,180132.40097653
3412,244575.100829498
3413,346088.431210596
3414,283746.436000114
3415,567098.208153593
3416,280481.832707289
3417,358705.877346447
3418,450658.463901846
3419,685504.868534648
3420,94349.094031669
3421,0
3422,487795.762447062
3423,154271.652141233
3424,636563.478429985
3425,584756.983094158
3426,182588.013569837
3427,520072.15222295
3428,400047.24351819
3429,623105.567925507
3430,826505.744471872
3431,335924.722602641
3432,0
3433,108221.39426261
3434,0
3435,416836.156157288
3436,69319.1571633179
3437,0
3438,322631.575708904
3439,199380.715290717
3440,90620.9224429912
3441,0
3442,376788.792469852
3443,249083.377474106
3444,59379.7663620374
3445,320531.18595353
3446,524302.527011219
3447,427969.170243365
3448,449184.671897148
3449,317649.824923856
3450,164337.117912876
3451,309424.064649889
3452,269029.484170347
3453,383549.503696011
3454,541793.928757856
3455,430330.04603859
3456,284332.699237068
3457,252275.689913259
3458,662855.57987911
3459,757637.881790031
3460,95964.249755809
3461,369069.911024979
3462,23161.2149231934
3463,305004.16741696
3464,218769.989770458
3465,1045643.38797016
3466,228020.14079449
3467,241264.267275297
3468,346982.93880649
3469,0
3470,780383.229147348
3471,342690.982537592
3472,225267.307572304
3473,291323.784165385
3474,38045.6821524919
3475,101180.227604355
3476,275220.572728205
3477,359768.702001997
3478,411941.262282084
3479,630738.723816366
3480,309349.75872462
3481,427227.98919526
3482,402930.829276058
3483,210697.076813504
3484,360744.140796672
3485,0
3486,195814.081867064
3487,303667.458117846
3488,412521.431759733
3489,0
3490,217102.815115165
3491,888997.321380111
3492,0
3493,322212.124504127
3494,685561.136927546
3495,681319.972775261
3496,1205129.76365559
3497,96305.2808104183
3498,790651.459658594
3499,153334.617313024
3500,36521.2120260817
3501,142262.922472424
3502,228756.710146448
3503,81042.425513599
3504,360183.851158579
3505,0
3506,489680.132389613
3507,419831.976797768
3508,299816.652790351
3509,210186.196956337
3510,0
3511,535478.501850683
3512,182709.137624817
3513,49621.3546876173
3514,159822.001279762
3515,23449.4941620811
3516,330761.467081388
3517,689897.919288734
3518,145712.171533434
3519,117158.713464227
3520,194742.140585186
3521,153794.041581309
3522,891870.796988102
3523,226006.53209403
3524,0
3525,594434.261596385
3526,198421.800401263
3527,204753.572412747
3528,263227.205467929
3529,75040.1655662038
3530,321785.133675635
3531,198507.696187937
3532,1076108.80824149
3533,378888.514564998
3534,61109.7774476458
3535,282959.632934974
3536,0
3537,0
3538,0
3539,115716.644936849
3540,471072.563689819
3541,379758.940902582
3542,480591.319692912
3543,286500.940933021
3544,310466.859635247
3545,140660.085325634
3546,170753.139520264
3547,177366.304638515
3548,291999.271188935
3549,201957.646840298
3550,0
3551,319872.80682845
3552,334128.280125426
3553,55965.8792902919
3554,324417.562946129
3555,417049.458859792
3556,0
3557,1314301.74490193
3558,275783.063131915
3559,156521.800496872
3560,660705.178449681
3561,224036.468480308
3562,395728.524283111
3563,66657.8076836464
3564,1587245.58088875
3565,151792.198368491
3566,0
3567,0
3568,133627.710197344
3569,293792.427062354
3570,900793.983835845
3571,421387.044855
3572,155396.610112816
3573,314491.035115041
3574,382673.775297808
3575,290173.831160979
3576,1280703.94089278
3577,0
3578,64233.6200805403
3579,61283.857268429
3580,21072.9125089004
3581,0
3582,313999.879931935
3583,181575.226584772
3584,0
3585,186760.757109238
3586,97722.3077364452
3587,468490.351235729
3588,294086.131450182
3589,200368.482539988
3590,193210.433114427
3591,531090.570355597
3592,210601.784841817
3593,172933.185237263
3594,133525.912592732
3595,261725.697389693
3596,184849.876092448
3597,400858.521070739
3598,312495.728943774
3599,130673.311843003
3600,162863.365433914
3601,175726.971490422
3602,710804.629962785
3603,188401.816855241
3604,679738.914548005
3605,209139.933369877
3606,0
3607,456047.450126564
3608,0
3609,27083.0559239056
3610,563297.904841408
3611,641816.858344343
3612,240937.954571273
3613,0
3614,43840.8044322795
3615,88219.3683576415
3616,48088.2321564264
3617,310884.470547114
3618,172894.179683699
3619,196983.390655832
3620,461997.39775839
3621,370127.254463266
3622,399428.73336322
3623,454879.925619352
3624,0
3625,317395.986890075
3626,228916.768057279
3627,511811.339640537
3628,798066.912795158
3629,111288.340500006
3630,81539.1896202123
3631,192389.567448376
3632,107297.950450734
3633,25294.2435673541
3634,411363.397878431
3635,717092.42630562
3636,318711.195141643
3637,564474.830435695
3638,233855.716109798
3639,0
3640,731444.626777873
3641,274560.323094699
3642,163662.362142334
3643,308582.343272021
3644,191783.494810015
3645,421681.865857254
3646,0
3647,274749.764837596
3648,71551.5460366247
3649,368997.761011855
3650,312997.367923259
3651,171283.084420793
3652,149708.866837674
3653,365402.865566743
3654,193243.669901394
3655,1499026.57797975
3656,468141.96787724
3657,74693.7173329686
3658,94602.1538663768
3659,180668.870766535
3660,341799.171616304
3661,110247.881913145
3662,512303.939534691
3663,65019.877325879
3664,38111.1127859661
3665,272951.431279378
3666,270254.324422255
3667,189541.401753555
3668,796188.396169468
3669,71999.2194732719
3670,203083.402835389
3671,462068.101568253
3672,743723.694764112
3673,159412.143865286
3674,223160.735288877
3675,0
3676,357229.415891567
3677,245892.776203871
3678,1123457.16782178
3679,122860.888614264
3680,99903.0264650177
3681,275587.609367577
3682,1629383.01645511
3683,464626.873645266
3684,168770.06139365
3685,68785.9280967951
3686,130566.409164478
3687,7938.29284855946
3688,0
3689,232119.962523857
3690,340264.265538905
3691,328413.961119628
3692,0
3693,270158.388672241
3694,352792.044068321
3695,0
3696,775617.659452825
3697,165797.894070567
3698,466744.162390671
3699,235094.510057683
3700,0
3701,232480.533449992
3702,421086.782819639
3703,381814.364930394
3704,329867.13306233
3705,31221.9396188723
3706,227251.567303758
3707,673903.736608146
3708,314746.156712614
3709,611611.085694697
3710,382291.696057208
3711,231403.990949351
3712,71829.8112963413
3713,501575.184839256
3714,163714.628130052
3715,355222.7168415
3716,370589.587593158
3717,528480.990893611
3718,548470.705656584
3719,0
3720,87821.1726766071
3721,400216.81615969
3722,105826.988324509
3723,209343.02519783
3724,240654.914008232
3725,75099.1292045081
3726,287782.152474328
3727,422712.007846478
3728,265306.113399624
3729,49816.3949917768
3730,0
3731,236745.100426749
3732,0
3733,504939.908661536
3734,226223.037682716
3735,660268.918761903
3736,440771.581098047
3737,16532.4393946088
3738,373103.699810873
3739,286674.230478445
3740,66086.385301705
3741,344218.341661935
3742,0
3743,547772.937014859
3744,251091.050872026
3745,386728.422440524
3746,150643.166235517
3747,150146.563005441
3748,97694.9280856504
3749,308971.340646613
3750,413365.491914819
3751,233819.529283028
3752,238697.058193003
3753,394498.294263413
3754,353261.361492135
3755,287149.149657366
3756,261884.541403081
3757,0
3758,219897.059993886
3759,147993.213520889
3760,317345.798372998
3761,150423.183706017
3762,0
3763,818003.896876772
3764,113742.955120484
3765,165936.937420633
3766,578939.535031944
3767,493936.964612679
3768,0
3769,152343.393695101
3770,174314.946148792
3771,404560.957711831
3772,0
3773,748172.504700588
3774,975045.033345803
3775,238614.803938646
3776,0
3777,228815.946868426
3778,792179.963653254
3779,339303.64337317
3780,114837.673664026
3781,877685.377835711
3782,122748.881023341
3783,239586.536413978
3784,294245.716351918
3785,0
3786,130980.200023863
3787,300491.133302698
3788,541513.91735772
3789,440218.861773913
3790,1490912.76514069
3791,238022.664596639
3792,92855.3633223469
3793,596627.601807033
3794,535713.204391026
3795,272141.59926862
3796,314459.196925309
3797,356982.277559761
3798,695669.198370269
3799,64843.8767844741
3800,313806.312603989
3801,301558.827736912
3802,195269.048422176
3803,0
3804,567488.120355526
3805,491922.10691904
3806,31440.9110778568
3807,355501.80635167
3808,258298.491544416
3809,173033.765244741
3810,116756.105654458
3811,287013.625176553
3812,217383.788227905
3813,302312.71601384
3814,585532.360176557
3815,213521.14684081
3816,225542.297117098
3817,367579.424208623
3818,1021684.57384467
3819,255823.822822122
3820,274353.826848091
3821,195485.232711385
3822,281148.050750609
3823,34306.1389258884
3824,0
3825,284335.657143881
3826,304201.822235641
3827,0
3828,537788.454461118
3829,45613.0274852076
3830,194195.159726664
3831,1102938.89915601
3832,130634.549356184
3833,0
3834,278850.069523134
3835,112702.288888082
3836,0
3837,275538.261635825
3838,315403.265523095
3839,414195.717300535
3840,238551.312155635
3841,481301.077196129
3842,54000.0018896545
3843,269928.31778237
3844,256173.05772935
3845,562417.173476011
3846,0
3847,244577.21647994
3848,0
3849,549572.964413009
3850,504208.955048183
3851,246111.243402867
3852,326737.319719871
3853,308643.98086863
3854,180080.021985738
3855,242591.146684929
3856,213613.01029808
3857,237212.424957555
3858,191397.201321512
3859,300751.894367901
3860,1408695.40567919
3861,260906.994837084
3862,239345.904000004
3863,440657.539453444
3864,173651.472732021
3865,18679.0664678543
3866,212713.592327528
3867,300237.806822433
3868,960974.001448691
3869,136633.13442425
3870,542431.328654437
3871,202800.424554268
3872,179041.241682776
3873,326158.914384623
3874,114914.392430184
3875,0
3876,501476.211563873
3877,194832.86257244
3878,155948.075770304
3879,286062.022153078
3880,131481.951389196
3881,571570.667688189
3882,112851.515812305
3883,184141.323551818
3884,105785.423111083
3885,0
3886,215829.97322944
3887,156009.311979638
3888,477632.037443557
3889,1735330.3915164
3890,96087.2479138221
3891,142816.908961389
3892,301086.241626245
3893,210583.429896577
3894,149794.727600687
3895,297303.45097627
3896,323611.007175107
3897,237906.5880303
3898,87664.8590612226
3899,652633.856332389
3900,235301.701664759
3901,247942.40306707
3902,686006.189076756
3903,206226.446967011
3904,320959.007843478
3905,251975.58875107
3906,214157.050947823
3907,966596.335400857
3908,83474.6411428438
3909,0
3910,76808.3582812896
3911,224324.783582678
3912,170970.478854948
3913,194915.230536269
3914,151535.275835323
3915,50982.0910735379
3916,162622.693674583
3917,449123.136798557
3918,181165.613759799
3919,779622.99934774
3920,923891.418954
3921,163356.004015549
3922,819837.422519226
3923,402689.99860323
3924,791108.107932316
3925,234071.07202742
3926,253144.96536725
3927,229889.137369683
3928,81366.0937568501
3929,1885818.02291718
3930,207779.23539705
3931,0
3932,148093.284817277
3933,130242.23095583
3934,0
3935,191959.017384303
3936,0
3937,28241.6426170107
3938,142397.874861398
3939,142415.401014108
3940,587143.944655372
3941,79100.5882484566
3942,608093.512736725
3943,149219.670991554
3944,199754.878669302
3945,218201.948329003
3946,175336.359958069
3947,1678581.09038362
3948,229848.148173147
3949,213365.586338346
3950,259435.90049095
3951,883377.191670947
3952,309877.106060585
3953,849848.56377169
3954,185621.837844741
3955,669245.301337577
3956,211083.518407885
3957,230518.974600007
3958,90340.1400196394
3959,404976.257733101
3960,233292.963975051
3961,335667.799909486
3962,467316.480276241
3963,29774.3055904166
